ticket_id,customer_id,created_date,country,product_category,issue_type,priority,support_channel,agent_id,status,resolution_hours,sla_target_hours,customer_satisfaction
724,21246,2026-02-08 10:55:53.387968,New Zealand,Laptop,Billing,High,Email,8,Closed,65.32,24,3
725,48897,2026-04-26 23:55:53.387968,Indonesia,Accessory,Software Issue,High,WhatsApp,319,Closed,74.55,24,1
726,39725,2026-01-06 04:55:53.387968,Singapore,Laptop,Hardware Issue,Medium,Chat,70,Closed,63.35,8,5
727,20456,2025-01-06 09:55:53.387968,Australia,Desktop,Connectivity,Critical,Web,426,Resolved,33.23,4,1
728,44943,2025-04-18 23:55:53.387968,Indonesia,Desktop,Billing,Medium,Phone,443,Open,25.72,24,2
729,14975,2026-08-04 23:55:53.387968,New Zealand,Monitor,Performance,Medium,Phone,84,In Progress,74.15,48,2
730,38406,2025-05-24 20:55:53.387968,India,Accessory,Connectivity,High,Web,378,Resolved,23.17,24,2
731,117,2025-05-15 06:55:53.387968,Australia,Printer,Performance,Critical,Email,305,Closed,83.54,8,2
732,460,2026-05-09 11:55:53.387968,Indonesia,Accessory,Setup,Medium,Chat,111,Closed,39.37,24,2
733,21300,2024-10-15 01:55:53.387968,India,Printer,Connectivity,Medium,WhatsApp,7,Closed,55.63,8,4
734,37876,2025-04-22 14:55:53.387968,Australia,Accessory,Billing,High,Email,50,Resolved,56.18,8,4
735,32188,2025-06-24 21:55:53.387968,Malaysia,Desktop,Software Issue,Critical,Chat,408,In Progress,75.18,4,1
736,5556,2024-11-10 02:55:53.387968,Philippines,Desktop,Connectivity,High,Web,310,Closed,20.97,48,4
737,2113,2024-11-13 18:55:53.387968,Singapore,Monitor,Software Issue,Critical,Email,108,Closed,44.20,24,2
738,48454,2025-11-02 22:55:53.387968,Malaysia,Monitor,Hardware Issue,Medium,Email,326,Open,72.87,24,3
739,28515,2026-07-18 16:55:53.387968,Malaysia,Laptop,Performance,Low,Email,105,Resolved,51.46,4,1
740,11667,2026-01-16 07:55:53.387968,Australia,Monitor,Performance,Critical,Email,61,Closed,1.53,8,4
741,18698,2025-09-02 09:55:53.387968,New Zealand,Laptop,Connectivity,Critical,Email,157,Open,92.89,8,5
742,32773,2025-06-11 11:55:53.387968,New Zealand,Desktop,Hardware Issue,Low,Web,433,Open,8.93,48,1
743,49143,2025-04-22 13:55:53.387968,Indonesia,Desktop,Performance,Critical,Email,204,Open,77.89,8,2
744,34371,2025-07-18 06:55:53.387968,New Zealand,Printer,Software Issue,High,Email,494,In Progress,42.55,24,1
745,4496,2025-12-01 08:55:53.387968,Indonesia,Printer,Performance,High,Phone,156,Open,41.24,48,4
746,1610,2025-08-19 05:55:53.387968,Singapore,Accessory,Setup,Medium,Web,292,Closed,64.56,4,1
747,214,2026-01-14 15:55:53.387968,Indonesia,Printer,Performance,High,Email,132,Closed,5.90,24,3
748,30055,2024-11-03 23:55:53.387968,Indonesia,Monitor,Hardware Issue,Medium,Email,216,In Progress,77.67,4,5
749,20754,2025-05-28 03:55:53.387968,Singapore,Desktop,Performance,Low,WhatsApp,6,In Progress,21.87,4,5
750,3882,2024-09-28 09:55:53.387968,Australia,Monitor,Setup,High,Chat,238,Open,49.71,8,5
751,21217,2025-09-18 16:55:53.387968,Indonesia,Monitor,Setup,Critical,Chat,33,In Progress,90.36,24,2
752,10607,2025-12-06 05:55:53.387968,New Zealand,Accessory,Connectivity,High,Chat,293,Open,21.91,48,1
753,16706,2025-10-31 17:55:53.387968,Indonesia,Desktop,Billing,Medium,WhatsApp,309,Closed,24.96,4,3
754,13753,2025-02-06 02:55:53.387968,Indonesia,Monitor,Software Issue,Low,Email,408,Resolved,7.18,48,1
755,4724,2024-12-26 20:55:53.387968,Australia,Desktop,Billing,Medium,WhatsApp,396,Closed,7.44,8,3
756,33840,2024-11-03 09:55:53.387968,Singapore,Accessory,Hardware Issue,Low,Web,463,Open,53.05,4,1
757,49379,2026-07-29 20:55:53.387968,Singapore,Laptop,Hardware Issue,Medium,Chat,130,Resolved,27.52,48,1
758,9059,2025-06-30 22:55:53.387968,Malaysia,Laptop,Setup,Critical,Phone,349,In Progress,78.26,8,2
759,36199,2025-10-01 04:55:53.387968,Indonesia,Desktop,Connectivity,Medium,Web,312,Open,62.73,24,2
760,14613,2025-09-15 20:55:53.387968,New Zealand,Printer,Performance,Critical,Email,329,Resolved,17.19,24,1
761,30785,2026-02-25 10:55:53.387968,Australia,Laptop,Connectivity,Low,WhatsApp,229,In Progress,87.29,4,5
762,6364,2026-01-14 11:55:53.387968,Philippines,Monitor,Billing,Medium,Email,299,In Progress,2.98,48,4
763,35094,2025-08-10 00:55:53.387968,Singapore,Desktop,Performance,Critical,Phone,477,In Progress,29.73,4,1
764,15446,2025-06-21 09:55:53.387968,New Zealand,Accessory,Setup,Medium,Chat,395,Closed,54.94,8,1
765,17552,2024-10-19 21:55:53.387968,Singapore,Monitor,Hardware Issue,Medium,Email,257,Open,1.77,4,1
766,48101,2025-12-27 21:55:53.387968,India,Desktop,Software Issue,Critical,Chat,444,In Progress,89.55,4,5
767,7717,2026-06-10 16:55:53.387968,Malaysia,Accessory,Performance,Medium,WhatsApp,356,In Progress,23.29,48,4
768,35312,2026-03-17 23:55:53.387968,Philippines,Desktop,Billing,Critical,Chat,299,Resolved,21.31,48,2
769,31028,2025-06-02 15:55:53.387968,Indonesia,Monitor,Software Issue,Critical,Phone,240,In Progress,62.32,24,3
770,6761,2026-04-10 15:55:53.387968,Singapore,Laptop,Software Issue,Critical,Email,493,Closed,70.63,4,3
771,32685,2025-08-31 12:55:53.387968,India,Monitor,Connectivity,Critical,Email,98,In Progress,52.16,24,4
772,34821,2025-02-03 22:55:53.387968,Philippines,Laptop,Hardware Issue,Critical,Phone,317,Resolved,87.89,48,2
773,4827,2024-12-01 10:55:53.387968,Malaysia,Desktop,Hardware Issue,Low,Phone,28,Resolved,38.24,24,3
774,38127,2026-09-17 20:55:53.387968,Philippines,Desktop,Software Issue,Low,Email,241,Open,72.49,4,1
775,40753,2025-08-04 10:55:53.387968,Philippines,Desktop,Performance,Medium,Phone,294,In Progress,27.00,24,2
776,8824,2025-02-10 17:55:53.387968,Philippines,Desktop,Software Issue,Low,Email,169,Resolved,47.19,24,1
777,21726,2025-05-17 23:55:53.387968,New Zealand,Monitor,Performance,Medium,Phone,394,Open,75.51,8,4
778,10986,2024-12-13 16:55:53.387968,New Zealand,Desktop,Connectivity,Low,WhatsApp,350,Open,92.81,8,4
779,6371,2025-10-02 06:55:53.387968,Philippines,Laptop,Connectivity,Medium,Web,383,Open,18.21,24,3
780,34234,2026-01-04 04:55:53.387968,Singapore,Monitor,Billing,High,Email,98,Open,69.36,4,3
781,11503,2025-06-20 09:55:53.387968,New Zealand,Desktop,Performance,Medium,Web,471,Resolved,27.11,24,2
782,46718,2025-12-22 20:55:53.387968,Indonesia,Laptop,Hardware Issue,Critical,WhatsApp,28,Resolved,52.37,4,2
783,13103,2025-12-11 13:55:53.387968,Philippines,Printer,Software Issue,Low,Email,120,Resolved,17.34,24,1
784,4630,2026-01-22 16:55:53.387968,Singapore,Printer,Setup,Medium,Chat,421,Open,65.66,24,1
785,12134,2026-05-04 16:55:53.387968,Malaysia,Accessory,Hardware Issue,Low,Phone,115,In Progress,38.27,24,3
786,15978,2025-04-12 12:55:53.387968,Philippines,Accessory,Billing,High,Chat,190,In Progress,67.56,24,5
787,1444,2024-12-01 10:55:53.387968,Australia,Accessory,Setup,Critical,Chat,360,In Progress,95.10,4,1
788,15083,2026-08-15 02:55:53.387968,Indonesia,Printer,Setup,Medium,Web,116,Closed,50.36,4,4
789,26574,2026-07-09 22:55:53.387968,Australia,Desktop,Setup,Critical,Chat,297,Open,12.37,8,4
790,8583,2026-09-13 03:55:53.387968,Australia,Printer,Performance,Low,Web,458,Open,35.88,8,4
791,20941,2025-06-28 05:55:53.387968,India,Laptop,Connectivity,Low,Chat,43,Closed,83.03,48,3
792,26667,2024-09-26 11:55:53.387968,Malaysia,Accessory,Setup,Medium,Email,351,Open,19.59,8,3
793,11779,2024-12-10 03:55:53.387968,Singapore,Printer,Software Issue,Medium,WhatsApp,74,Open,12.37,8,4
794,42326,2026-02-11 02:55:53.387968,New Zealand,Laptop,Hardware Issue,Medium,Web,371,Closed,19.05,48,4
795,30772,2025-04-03 07:55:53.387968,Australia,Monitor,Connectivity,Low,Web,491,In Progress,50.81,8,1
796,12745,2025-03-01 20:55:53.387968,Singapore,Accessory,Hardware Issue,High,Phone,69,Open,67.98,24,1
797,35737,2024-09-26 03:55:53.387968,New Zealand,Desktop,Setup,Critical,Email,74,In Progress,82.58,8,4
798,11947,2026-06-17 23:55:53.387968,Singapore,Laptop,Performance,High,WhatsApp,186,Closed,36.43,24,3
799,38130,2026-01-14 07:55:53.387968,New Zealand,Desktop,Setup,Critical,Phone,48,Open,83.01,8,1
800,46919,2026-02-17 11:55:53.387968,Philippines,Monitor,Hardware Issue,Critical,Phone,355,Resolved,37.63,8,1
801,8793,2025-12-05 12:55:53.387968,New Zealand,Accessory,Hardware Issue,Medium,Web,425,Resolved,8.22,8,2
802,49728,2025-05-14 03:55:53.387968,Singapore,Laptop,Performance,Medium,Chat,157,In Progress,45.41,4,1
803,22596,2026-07-27 05:55:53.387968,Malaysia,Printer,Connectivity,Low,Chat,18,Open,82.65,24,5
804,9433,2026-02-26 13:55:53.387968,Philippines,Accessory,Connectivity,Low,Email,313,In Progress,90.29,4,1
805,34886,2026-07-03 03:55:53.387968,New Zealand,Monitor,Hardware Issue,Critical,Chat,382,Resolved,19.04,24,4
806,37696,2025-08-04 16:55:53.387968,Malaysia,Laptop,Setup,Low,Chat,100,In Progress,66.96,4,5
807,30358,2024-12-31 11:55:53.387968,Singapore,Desktop,Hardware Issue,Low,Chat,337,Closed,81.00,48,2
808,43304,2025-09-23 03:55:53.387968,Indonesia,Accessory,Hardware Issue,Medium,Email,41,In Progress,64.55,48,4
809,46918,2026-05-26 11:55:53.387968,Malaysia,Accessory,Connectivity,Critical,WhatsApp,45,In Progress,18.83,48,1
810,28343,2025-12-05 09:55:53.387968,New Zealand,Printer,Connectivity,Critical,Web,322,Resolved,93.80,24,1
811,11770,2024-12-16 20:55:53.387968,Singapore,Accessory,Billing,High,Email,445,Resolved,83.68,8,3
812,25037,2026-08-12 13:55:53.387968,Singapore,Printer,Connectivity,High,WhatsApp,478,Closed,64.12,48,3
813,14023,2025-05-31 07:55:53.387968,India,Laptop,Hardware Issue,Medium,Chat,168,Open,47.49,8,5
814,8549,2025-09-27 19:55:53.387968,India,Accessory,Hardware Issue,Low,WhatsApp,396,In Progress,67.88,4,2
815,46486,2026-06-28 12:55:53.387968,New Zealand,Desktop,Software Issue,Critical,Phone,97,In Progress,91.72,48,1
816,28385,2026-03-23 23:55:53.387968,Malaysia,Accessory,Performance,High,Email,493,Closed,57.24,4,2
817,41368,2025-05-11 09:55:53.387968,Philippines,Monitor,Connectivity,High,Web,233,Open,55.72,48,5
818,18780,2024-11-03 08:55:53.387968,Malaysia,Laptop,Connectivity,Critical,Phone,214,Closed,3.65,48,5
819,6689,2025-09-14 05:55:53.387968,Malaysia,Monitor,Connectivity,Low,Web,7,Resolved,6.42,4,1
820,5354,2026-06-09 14:55:53.387968,Malaysia,Printer,Performance,Low,Phone,382,Open,35.22,4,5
821,30722,2025-12-02 19:55:53.387968,Singapore,Accessory,Hardware Issue,High,Chat,64,Open,56.46,24,2
822,46907,2025-12-20 08:55:53.387968,New Zealand,Accessory,Billing,Low,WhatsApp,84,Resolved,84.88,24,1
823,38995,2026-07-01 08:55:53.387968,India,Printer,Performance,Critical,Phone,259,Closed,80.31,48,2
824,21150,2026-05-19 03:55:53.387968,Australia,Desktop,Connectivity,Low,Email,175,Open,92.53,4,2
825,22403,2024-09-22 15:55:53.387968,Australia,Accessory,Connectivity,Critical,WhatsApp,229,Open,8.61,8,2
826,41859,2026-09-09 11:55:53.387968,Australia,Accessory,Software Issue,Critical,Web,100,Closed,7.20,4,3
827,2984,2025-11-20 17:55:53.387968,Indonesia,Laptop,Billing,High,Chat,298,Open,13.08,48,3
828,46394,2026-07-02 12:55:53.387968,Singapore,Monitor,Software Issue,High,Chat,335,In Progress,63.19,4,2
829,37561,2025-04-15 02:55:53.387968,Singapore,Monitor,Performance,High,Web,197,Open,9.81,4,3
830,11191,2024-12-28 21:55:53.387968,New Zealand,Monitor,Setup,Medium,Phone,277,In Progress,63.52,8,1
831,45490,2026-08-02 00:55:53.387968,Australia,Laptop,Software Issue,Critical,Phone,431,Open,69.09,24,2
832,36249,2025-09-19 00:55:53.387968,Australia,Laptop,Hardware Issue,Medium,Phone,497,In Progress,24.39,8,5
833,39757,2024-12-31 08:55:53.387968,New Zealand,Printer,Setup,Critical,Email,4,Closed,1.83,8,4
834,41407,2026-09-01 06:55:53.387968,India,Monitor,Connectivity,Low,Email,314,Closed,36.57,48,2
835,6404,2025-03-17 12:55:53.387968,Indonesia,Accessory,Software Issue,Critical,Web,172,In Progress,63.79,48,2
836,49525,2025-01-25 14:55:53.387968,Australia,Accessory,Setup,High,Phone,81,In Progress,9.67,4,3
837,34805,2024-12-07 23:55:53.387968,Australia,Accessory,Hardware Issue,High,Web,214,In Progress,50.28,4,3
838,49290,2025-03-21 07:55:53.387968,Singapore,Accessory,Connectivity,High,WhatsApp,157,In Progress,44.47,48,2
839,47314,2025-05-01 13:55:53.387968,Philippines,Accessory,Software Issue,High,WhatsApp,215,Closed,81.29,48,3
840,15916,2026-01-12 01:55:53.387968,Malaysia,Printer,Software Issue,Medium,WhatsApp,334,Resolved,64.77,48,1
841,3420,2026-05-12 04:55:53.387968,Philippines,Accessory,Software Issue,Low,Web,248,In Progress,88.46,4,3
842,24054,2025-04-13 11:55:53.387968,Australia,Desktop,Performance,High,Web,205,Closed,16.21,48,4
843,42672,2026-04-09 06:55:53.387968,India,Accessory,Connectivity,Low,Chat,219,Closed,58.79,4,3
844,11339,2025-05-15 09:55:53.387968,Singapore,Printer,Hardware Issue,Critical,Email,283,In Progress,3.10,8,2
845,24737,2025-07-04 10:55:53.387968,Australia,Desktop,Software Issue,Medium,WhatsApp,317,In Progress,24.23,48,5
846,29936,2025-04-07 09:55:53.387968,Malaysia,Monitor,Hardware Issue,Medium,Phone,132,In Progress,54.27,8,5
847,3719,2024-10-09 16:55:53.387968,Philippines,Accessory,Performance,Low,Chat,457,In Progress,15.85,48,2
848,24304,2025-09-04 04:55:53.387968,Philippines,Desktop,Billing,Medium,WhatsApp,3,Resolved,86.61,48,2
849,7514,2025-06-19 19:55:53.387968,Australia,Accessory,Performance,High,Phone,45,In Progress,86.99,24,1
850,24558,2025-06-06 12:55:53.387968,India,Laptop,Software Issue,High,Phone,109,Open,81.53,48,3
851,19947,2024-12-07 14:55:53.387968,Malaysia,Printer,Billing,Low,Web,499,Resolved,49.86,24,3
852,32082,2025-04-09 11:55:53.387968,Australia,Desktop,Connectivity,Critical,Email,66,Closed,15.59,48,3
853,31359,2026-09-18 21:55:53.387968,Malaysia,Monitor,Billing,Medium,Chat,13,Closed,91.52,24,1
854,14441,2025-12-26 22:55:53.387968,Indonesia,Desktop,Performance,High,Phone,379,Open,46.70,48,1
855,37386,2025-05-10 07:55:53.387968,Australia,Monitor,Software Issue,High,Phone,427,In Progress,25.54,24,4
856,41689,2025-09-12 01:55:53.387968,New Zealand,Accessory,Hardware Issue,Low,WhatsApp,18,Open,87.10,48,2
857,17115,2026-08-03 07:55:53.387968,Australia,Printer,Hardware Issue,Low,Phone,74,Closed,78.82,48,3
858,29212,2026-05-27 20:55:53.387968,Australia,Printer,Billing,High,WhatsApp,218,In Progress,24.66,4,4
859,49163,2026-07-26 17:55:53.387968,Philippines,Printer,Connectivity,Low,WhatsApp,199,Resolved,43.31,48,5
860,3321,2026-03-30 01:55:53.387968,Australia,Desktop,Hardware Issue,Critical,Email,54,Resolved,51.74,48,2
861,23792,2025-10-09 07:55:53.387968,Philippines,Printer,Software Issue,High,WhatsApp,188,Open,93.15,24,3
862,33119,2026-05-06 11:55:53.387968,Philippines,Printer,Performance,Low,Chat,387,In Progress,46.38,8,4
863,25314,2026-09-14 15:55:53.387968,Singapore,Desktop,Setup,High,Phone,90,Closed,8.72,48,3
864,15563,2025-02-09 04:55:53.387968,Philippines,Monitor,Hardware Issue,Critical,WhatsApp,199,In Progress,55.86,48,4
865,34804,2025-08-17 05:55:53.387968,Singapore,Desktop,Software Issue,Critical,Phone,88,Open,38.62,8,1
866,22178,2025-10-25 18:55:53.387968,Australia,Desktop,Billing,Critical,Chat,181,In Progress,35.22,48,1
867,49650,2026-01-24 18:55:53.387968,India,Accessory,Billing,Low,WhatsApp,371,Closed,19.22,24,4
868,23684,2025-11-29 06:55:53.387968,Philippines,Laptop,Setup,Medium,WhatsApp,260,In Progress,56.00,48,4
869,3872,2026-02-14 11:55:53.387968,Malaysia,Laptop,Hardware Issue,Medium,Phone,8,Resolved,5.47,48,1
870,15609,2026-06-05 13:55:53.387968,New Zealand,Laptop,Performance,Low,Chat,317,Open,73.42,24,1
871,27610,2025-09-08 20:55:53.387968,Australia,Laptop,Software Issue,Medium,Phone,116,In Progress,9.76,8,4
872,48799,2024-10-19 23:55:53.387968,India,Laptop,Setup,Low,Phone,56,Closed,63.18,8,1
873,24381,2025-09-06 00:55:53.387968,Australia,Printer,Setup,Critical,WhatsApp,413,Resolved,13.98,24,5
874,44351,2025-03-05 03:55:53.387968,Indonesia,Desktop,Billing,Low,Chat,420,Open,39.73,48,5
875,10471,2025-08-14 22:55:53.387968,New Zealand,Laptop,Software Issue,High,WhatsApp,28,Closed,23.50,24,5
876,18070,2025-03-26 16:55:53.387968,New Zealand,Printer,Connectivity,Medium,Web,99,Open,47.45,4,1
877,35973,2024-09-24 09:55:53.387968,New Zealand,Desktop,Setup,Critical,Web,112,Closed,95.55,8,5
878,28223,2025-11-11 09:55:53.387968,Australia,Monitor,Software Issue,High,Web,449,In Progress,83.77,24,1
879,38649,2025-04-26 09:55:53.387968,Malaysia,Accessory,Setup,Medium,Phone,71,Open,76.55,24,3
880,19499,2024-10-29 16:55:53.387968,Philippines,Monitor,Software Issue,Medium,WhatsApp,226,Open,44.31,24,3
881,2495,2026-04-09 14:55:53.387968,Philippines,Monitor,Software Issue,Critical,Web,490,Open,74.66,8,1
882,13770,2026-08-31 23:55:53.387968,Singapore,Accessory,Performance,Low,Email,64,In Progress,92.29,8,1
883,17423,2026-02-22 23:55:53.387968,Indonesia,Monitor,Billing,Critical,Chat,192,Resolved,30.24,4,3
884,31202,2025-04-07 13:55:53.387968,India,Monitor,Hardware Issue,High,Email,184,Closed,58.72,48,5
885,13789,2025-06-10 23:55:53.387968,Australia,Desktop,Hardware Issue,Medium,Phone,325,Resolved,34.93,4,3
886,43794,2025-12-24 10:55:53.387968,Indonesia,Desktop,Hardware Issue,Low,Web,194,In Progress,91.98,4,3
887,42158,2026-04-06 15:55:53.387968,Australia,Desktop,Software Issue,Critical,Email,412,Open,77.85,24,1
888,34976,2026-01-03 19:55:53.387968,New Zealand,Monitor,Performance,High,Phone,265,Resolved,5.34,24,4
889,26866,2026-01-11 22:55:53.387968,India,Monitor,Billing,Medium,Chat,499,Closed,25.41,24,3
890,4829,2026-03-21 15:55:53.387968,India,Printer,Software Issue,High,WhatsApp,59,Resolved,63.38,48,4
891,26406,2025-04-14 09:55:53.387968,New Zealand,Laptop,Setup,Critical,Email,363,Resolved,85.01,48,3
892,12453,2026-03-26 15:55:53.387968,Philippines,Printer,Software Issue,Critical,Email,144,In Progress,87.44,48,2
893,5575,2026-09-16 17:55:53.387968,Singapore,Desktop,Hardware Issue,Critical,WhatsApp,111,Closed,82.59,48,1
894,25379,2025-05-05 06:55:53.387968,Indonesia,Desktop,Billing,Medium,Phone,69,Closed,10.04,24,2
895,14974,2025-05-28 18:55:53.387968,Indonesia,Printer,Connectivity,Medium,Chat,195,Open,77.40,8,2
896,23159,2026-06-05 14:55:53.387968,Philippines,Laptop,Software Issue,Low,Email,89,Resolved,90.34,4,1
897,1522,2025-06-02 02:55:53.387968,New Zealand,Printer,Connectivity,Medium,Chat,53,In Progress,87.96,8,4
898,22027,2026-03-14 19:55:53.387968,India,Monitor,Software Issue,Critical,WhatsApp,261,Resolved,87.75,48,1
899,12299,2025-06-10 11:55:53.387968,New Zealand,Printer,Hardware Issue,High,WhatsApp,311,Resolved,91.30,8,5
900,4061,2025-10-14 21:55:53.387968,Indonesia,Monitor,Performance,Critical,Email,13,Closed,21.33,8,2
901,42613,2025-01-07 21:55:53.387968,Indonesia,Desktop,Connectivity,High,Phone,410,Closed,4.62,4,2
902,44360,2025-11-28 08:55:53.387968,Malaysia,Accessory,Performance,Medium,WhatsApp,89,Resolved,87.48,24,2
903,36755,2026-07-29 19:55:53.387968,India,Printer,Billing,Medium,Phone,43,In Progress,27.29,8,1
904,2474,2026-07-20 17:55:53.387968,Indonesia,Accessory,Connectivity,Critical,WhatsApp,287,Open,60.05,48,3
905,39101,2025-01-03 08:55:53.387968,Indonesia,Monitor,Software Issue,Critical,Phone,136,Open,67.27,24,2
906,29782,2024-11-17 15:55:53.387968,Singapore,Monitor,Connectivity,High,Email,377,Closed,41.25,24,4
907,6156,2025-01-05 21:55:53.387968,Singapore,Laptop,Hardware Issue,High,WhatsApp,427,Closed,21.05,4,4
908,25838,2025-02-25 12:55:53.387968,India,Desktop,Billing,Critical,Email,41,Resolved,37.98,48,4
909,43769,2026-07-09 17:55:53.387968,Philippines,Accessory,Performance,High,WhatsApp,436,Open,32.52,48,2
910,8985,2026-02-19 18:55:53.387968,New Zealand,Monitor,Hardware Issue,Medium,Web,391,Open,86.90,24,3
911,41363,2026-05-10 08:55:53.387968,Indonesia,Accessory,Hardware Issue,Critical,Phone,37,Closed,54.72,4,3
912,29630,2025-09-15 14:55:53.387968,India,Desktop,Setup,Critical,WhatsApp,109,In Progress,24.45,8,2
913,17821,2025-07-15 01:55:53.387968,Indonesia,Printer,Hardware Issue,Medium,Chat,42,Resolved,88.38,8,3
914,23992,2025-07-17 22:55:53.387968,India,Monitor,Hardware Issue,Critical,Phone,472,Closed,32.96,8,5
915,40412,2025-04-22 08:55:53.387968,India,Laptop,Software Issue,Critical,Web,464,Resolved,56.03,8,3
916,8201,2025-09-08 19:55:53.387968,India,Monitor,Setup,High,Email,330,Open,51.07,48,3
917,18639,2025-06-17 08:55:53.387968,Malaysia,Laptop,Software Issue,High,Web,128,Resolved,42.10,8,2
918,2089,2026-04-29 06:55:53.387968,New Zealand,Monitor,Hardware Issue,Critical,Web,230,Closed,33.47,4,2
919,4488,2026-07-08 19:55:53.387968,Australia,Laptop,Performance,High,Web,64,Closed,31.49,8,2
920,23551,2026-03-06 05:55:53.387968,Australia,Accessory,Setup,High,Email,266,In Progress,45.26,4,2
921,11092,2025-04-19 01:55:53.387968,India,Printer,Performance,Medium,Email,394,Closed,32.06,4,1
922,4069,2026-08-14 15:55:53.387968,Malaysia,Desktop,Software Issue,Medium,Email,39,Resolved,77.06,24,2
923,36738,2025-02-14 04:55:53.387968,Philippines,Laptop,Performance,High,Web,346,In Progress,75.95,4,5
924,34631,2026-05-18 02:55:53.387968,Singapore,Printer,Connectivity,Critical,WhatsApp,323,Resolved,38.82,48,5
925,19579,2025-04-29 00:55:53.387968,Singapore,Printer,Connectivity,Medium,Chat,440,Open,90.07,48,3
926,45656,2024-10-17 00:55:53.387968,Indonesia,Accessory,Billing,Medium,WhatsApp,365,In Progress,73.62,8,4
927,35445,2025-11-06 09:55:53.387968,Philippines,Monitor,Setup,Critical,Email,357,Open,20.85,48,5
928,49218,2024-09-19 18:55:53.387968,India,Monitor,Setup,Low,Phone,305,Resolved,72.04,24,2
929,35899,2025-02-04 06:55:53.387968,Philippines,Accessory,Performance,Medium,Web,157,Open,56.53,48,3
930,30524,2025-04-08 15:55:53.387968,Malaysia,Desktop,Connectivity,Low,WhatsApp,453,Resolved,1.35,8,4
931,37008,2025-07-27 02:55:53.387968,Indonesia,Monitor,Software Issue,Critical,Email,22,Closed,63.32,8,3
932,18499,2026-02-15 17:55:53.387968,Australia,Printer,Billing,High,Phone,345,Resolved,27.18,4,2
933,48774,2025-09-21 07:55:53.387968,Philippines,Laptop,Hardware Issue,High,Chat,372,In Progress,15.18,48,1
934,15417,2025-09-25 10:55:53.387968,New Zealand,Printer,Software Issue,High,Web,98,Closed,37.31,8,2
935,31028,2026-02-14 08:55:53.387968,India,Laptop,Performance,High,Web,485,In Progress,89.01,8,4
936,25865,2025-06-08 23:55:53.387968,India,Desktop,Software Issue,Low,Web,237,Resolved,27.68,48,4
937,23852,2024-10-27 09:55:53.387968,India,Laptop,Connectivity,Low,Phone,355,Open,57.09,24,1
938,18656,2025-02-23 04:55:53.387968,Malaysia,Monitor,Setup,Critical,Phone,313,Closed,19.33,4,1
939,30125,2026-06-05 21:55:53.387968,India,Monitor,Connectivity,High,Email,197,Open,46.19,24,2
940,9972,2025-07-11 12:55:53.387968,Philippines,Monitor,Software Issue,Critical,WhatsApp,317,Open,52.50,4,4
941,39780,2025-07-04 11:55:53.387968,Singapore,Monitor,Billing,High,Chat,425,Resolved,87.35,4,3
942,43484,2026-05-21 17:55:53.387968,India,Monitor,Connectivity,High,Chat,466,In Progress,52.03,48,2
943,43440,2026-03-15 23:55:53.387968,New Zealand,Monitor,Connectivity,Critical,Phone,95,In Progress,88.59,24,2
944,44175,2025-10-09 08:55:53.387968,Malaysia,Desktop,Billing,Medium,Chat,428,Open,57.65,4,2
945,42505,2025-09-12 02:55:53.387968,New Zealand,Laptop,Hardware Issue,Medium,WhatsApp,429,In Progress,49.98,8,3
946,36640,2026-05-26 08:55:53.387968,Singapore,Laptop,Performance,Low,Email,491,Closed,57.49,48,2
947,16656,2025-09-06 23:55:53.387968,Philippines,Desktop,Performance,Medium,Email,161,Resolved,26.86,48,5
948,42884,2025-04-17 03:55:53.387968,Philippines,Accessory,Performance,Critical,WhatsApp,169,Closed,94.57,8,2
949,41265,2024-11-30 14:55:53.387968,Singapore,Accessory,Software Issue,Medium,Web,478,Closed,29.45,24,2
950,888,2025-03-02 04:55:53.387968,Malaysia,Printer,Billing,Medium,Chat,299,Open,41.44,8,3
951,20772,2024-10-04 06:55:53.387968,Indonesia,Desktop,Billing,Critical,Email,325,Resolved,11.02,24,1
952,49748,2025-08-28 22:55:53.387968,India,Printer,Software Issue,Low,Email,500,Open,91.16,48,5
953,5122,2026-08-04 23:55:53.387968,Australia,Desktop,Setup,Critical,Phone,286,Open,63.96,48,4
954,25215,2025-09-29 05:55:53.387968,Australia,Monitor,Billing,High,Phone,431,Resolved,47.34,48,4
955,13741,2025-08-23 06:55:53.387968,Australia,Printer,Software Issue,Critical,Chat,311,Resolved,9.73,24,4
956,4462,2025-05-23 16:55:53.387968,Singapore,Printer,Connectivity,High,Chat,202,Resolved,57.44,48,1
957,20603,2026-04-15 09:55:53.387968,India,Accessory,Software Issue,High,Chat,438,Closed,38.96,48,2
958,32242,2025-06-03 23:55:53.387968,New Zealand,Monitor,Connectivity,Medium,Email,328,Open,66.02,8,5
959,29669,2025-07-31 08:55:53.387968,Malaysia,Printer,Connectivity,Medium,Web,428,Resolved,15.59,4,3
960,11337,2026-03-29 19:55:53.387968,India,Accessory,Performance,Medium,Phone,156,In Progress,34.34,8,5
961,42993,2025-06-19 08:55:53.387968,Singapore,Monitor,Performance,Critical,Email,30,Closed,1.33,24,5
962,48917,2026-07-11 04:55:53.387968,Singapore,Desktop,Setup,High,Email,258,Open,75.82,4,5
963,25164,2026-01-24 11:55:53.387968,Australia,Monitor,Setup,High,WhatsApp,78,Closed,62.33,4,1
964,38091,2025-03-14 23:55:53.387968,Australia,Monitor,Performance,High,Phone,164,In Progress,47.17,8,2
